weight;height;type
233.4799204165095;23.514129929623852;rat
231.32446731816555;26.03382997978225;rat
17.906954059999567;6.846576762459397;mouse
230.276522831171;24.077799766119398;rat
20.36059265800554;6.6059829255227;mouse
21.60538751773697;6.812460032530713;mouse
17.857287204810735;11.035404495152587;rat
22.126466425940755;3.4264119947433698;mouse
16.705945556222066;10.224681485508848;rat
;24.860580892741382;rat
17.829895696869293;1.760933366281141;mouse
229.8825053203199;24.294666648974516;rat
17.73055576623651;9.557056204224441;mouse
20.482512894265184;8.380479488301278;mouse
226.24154553825502;20.875410886871094;rat
18.080583092046673;9.2341758846312;mouse
228.29767458614975;25.279481079749164;rat
18.139424493959215;2.504234964041916;mouse
232.0666423133437;27.21859650129202;rat
20.63372735668096;6.48930255532786;mouse
23.59044761203051;5.498694396861257;mouse
227.5196128859012;26.051890859558096;rat
21.95475903402245;6.467782625555911;mouse
22.083711798796696;11.22308928588236;rat
229.68526619050894;24.93237325512279;rat
229.2440796396121;25.46076493871893;rat
229.05894967936035;23.460923531497723;rat
228.25580227478153;24.596115859859378;rat
21.689737437022778;8.212135875370773;mouse
19.78134656660349;7.185574955629867;mouse
21.027190549159315;7.634181179672917;mouse
230.33794978560783;22.79144099091353;rat
230.2329570725563;25.00480876677161;rat
231.82434037906086;23.68568059821987;rat
228.4814208513997;24.263625693308185;rat
20.802046274436307;9.699085784167437;mouse
17.899708834077067;6.001849791744379;mouse
230.22343829424818;26.710105969806378;rat
230.8751671931776;25.03160840523528;rat
21.26473871947976;5.983272060689576;mouse
19.939882095228548;8.04018554486644;mouse
231.38949197680185;25.531698870885158;rat
227.92561078827228;25.09534815248966;rat
231.16338926896557;24.885432901096422;rat
19.794386032934874;5.689877957387319;mouse
234.73120626891975;24.77663898376367;rat
229.86496109125113;27.729788230581708;rat
231.1368886301254;25.267527353649463;rat
19.56999921547169;8.070566594502225;mouse
228.6273954575433;27.956987754616385;rat
234.6194808157005;24.48624194336565;rat
16.62387981543655;5.48149093747219;mouse
230.5653168556767;22.75685435706283;rat
228.9666839490221;29.857759612035323;rat
228.27764221160626;24.83463463607758;rat
17.6194674910205;7.091300201433471;mouse
228.64576009937784;27.381890084987326;rat
19.12454517158195;5.002735086642754;mouse
21.989441765103713;6.451199839795594;mouse
17.369945423625744;7.829844019732221;mouse
230.757725035461;;rat
232.56965167569425;24.59093935073368;rat
19.615523619309737;9.498538630791941;mouse
231.6879168053603;24.3920799016798;rat
16.356744879502468;6.140327987603417;mouse
22.979234663625096;5.070932573011795;mouse
231.63440672478316;26.859282506711278;rat
232.34102575499782;27.241285347533992;rat
19.336838009913215;9.135183837568139;mouse
19.03086952337882;10.186401456221098;rat
17.92051957225521;6.9163832216101335;mouse
19.092053510035043;7.517620519416019;mouse
17.854553073449633;10.013351199830902;rat
228.75945891118621;25.811429983444363;rat
19.382979605737265;7.127467825391431;mouse
231.5516131470035;26.089804084269876;rat
229.24636913675724;27.8130791559643;rat
227.09921268309677;25.66265736707919;rat
19.641512814679235;6.499928292195025;mouse
17.41020948002245;5.966610830132317;mouse
230.89114662228513;23.4625520045071;rat
230.55696960771274;23.557860466509073;rat
17.86513887740954;3.593027040302501;mouse
16.392471034072805;8.643352516862873;mouse
18.591523496254254;6.34206716406866;mouse
17.702318866428435;2.9145556184154806;mouse
229.84377565612516;25.35289772325898;rat
229.8631603667049;26.14516034565428;rat
229.13312150862706;27.490820836334848;rat
229.40687389825794;24.996568379610498;rat
229.2905516731883;26.734972199579076;rat
18.305920079011877;5.387118194748284;mouse
17.575177094019516;5.961532523910263;mouse
20.20607537593395;7.441173714058019;mouse
228.3327520199345;26.18789719185201;rat
19.863846874254424;5.751120165799297;mouse
19.011988043901393;8.586545590051399;mouse
227.88925410946615;22.07259668238567;rat
230.53915939247165;22.86581278618683;rat
20.337562401269796;4.813284969387912;mouse
15.19590877504029;5.52753224236031;mouse
23.7673311731901;5.5013090267930815;mouse
17.631557328814214;12.105020181275101;rat
229.16900501562762;26.4620902099958;rat
232.06227911227535;25.284235771724642;rat
230.35801131734266;27.498611243141816;rat
233.90644740110986;20.29002427372262;rat
229.64327954988508;23.754550772098685;rat
20.487564950521342;9.626933735061941;mouse
16.28376690171537;6.937895696576038;mouse
21.522793221083433;4.362118284177968;mouse
227.3980695482222;22.296736972820042;rat
18.422611043314568;5.694534885623096;mouse
231.91462689051127;29.42477765121245;rat
228.08261670856558;24.39856603126306;rat
20.836600375596202;6.31862164787557;mouse
231.38768028545408;24.89772885163178;rat
22.774799987156186;8.718269332001977;mouse
229.61326640799726;25.64381062131774;rat
15.192397395231568;4.265815076038606;mouse
232.7952681554541;24.035762989663915;rat
229.17947931919343;21.765547507593812;rat
15.777222640821359;7.41226564121746;mouse
19.58762204291077;4.249454749472054;mouse
16.98212993006124;3.3951696701122325;mouse
16.626161834998943;6.472438322309784;mouse
232.9976173300801;22.11616917164181;rat
227.84348924948785;26.60708417680537;rat
229.70795722390136;26.585032185866535;rat
16.294104995001092;5.241242100476249;mouse
226.72905034526136;23.20478413268281;rat
17.898585562586945;7.199646292850125;mouse
20.425608635934054;6.539175176338754;mouse
231.9199632627124;25.598117989031522;rat
225.73538539836807;23.054843347455005;rat
229.93379225039268;24.136574681675054;rat
228.4722923832742;27.23755054442055;rat
19.151634498942123;5.28267427631864;mouse
21.94783038423975;7.518839815181184;mouse
16.973486470219523;10.969778362432239;rat
20.309424136342248;3.788788004682753;mouse
227.3694795184092;23.8233092070846;rat
230.15230562461184;22.18649592873715;rat
18.849295484170263;7.659100785558525;mouse
21.953840770976587;6.519014416496758;mouse
230.6286643901173;23.480451519965797;rat
228.9457241661241;27.409412074961562;rat
18.584153384959997;8.9963379843958;mouse
228.85524495294683;26.338081024308508;rat
18.957774341237517;8.098852970225847;mouse
16.87530353934308;4.556479349109118;mouse
17.134046417002708;5.131198878823701;mouse
20.38010527014684;7.189820373296348;mouse
20.54121045786173;5.709632628297844;mouse
18.31511192118078;6.0463191317131795;mouse
20.33328303383732;6.815410782535559;mouse
233.12665689475702;24.309381668023825;rat
228.82949843451348;27.890319381984803;rat
18.62922623241939;5.05345921763944;mouse
228.6112857302823;27.432378520355446;rat
228.8552404739389;25.499078687733395;rat
229.37624356550185;29.26440526337069;rat
17.78952198003319;9.09487917914499;mouse
20.37170186136482;6.9906588261089215;mouse
229.7457780552937;29.094539781306615;rat
228.9754969395281;27.259731302485243;rat
19.02809781330308;3.8184604716411052;
18.75894339329654;6.969195303348688;mouse
226.41399828312854;23.11099519759732;rat
229.41685172343884;27.87781611121279;rat
231.1461913470082;25.832390304450026;rat
18.739791079127254;6.717168907829458;mouse
229.83212162218885;24.634620062037534;rat
228.09317741429444;24.56895683950548;rat
18.63800197485037;4.314764500311448;mouse
20.87243080651077;5.654250438548832;mouse
231.44243206043842;20.358926505493812;rat
228.5215061236342;23.795673186318687;rat
19.907643918961707;9.072570531064699;
19.84910481850367;6.213500885828922;mouse
231.61447810411846;26.52722933661159;rat
229.36021070708264;23.88482083485401;rat
18.805189632184078;6.1188539850557175;mouse
17.284759220079575;7.567795926685283;mouse
16.935230366034915;8.84148620679517;mouse
233.95327233118095;25.311216566576917;rat
232.93790629256094;22.80992951333149;rat
17.924553998589854;10.160856838389106;rat
230.66361859826077;25.860637796853187;rat
17.792141468833155;6.54106011485721;mouse
19.194555861745442;12.202905432836548;rat
229.18317031963326;25.088532750830712;rat
228.13190271179903;23.38119607178748;rat
17.72634651270743;5.57086101303782;mouse
20.817086133218957;9.588504205330612;mouse
231.19692231544084;25.77133959218564;rat
230.80873703644212;25.66433780835763;rat
16.511640187415335;9.096247328692817;mouse
228.61423473446987;25.65472541762363;rat
19.745729336618353;4.678919323998969;mouse
232.6878162052261;25.142746387468097;rat
18.055921859501424;10.126548574396686;rat
229.62523618407553;25.60019865194244;rat
17.485006135902932;6.314869937381772;mouse
231.51511109300472;28.470676780433745;rat
21.288951478665467;5.851700711061644;mouse
228.63318398233653;24.006725136416193;rat
17.459853421126944;7.478584561419542;mouse
234.0518461188801;26.989797181191236;rat
17.850549474858582;6.964916295203509;mouse
16.457614155281924;5.610647889740484;mouse
227.83313092560542;23.028926355009137;rat
18.43203649059125;8.280483036487556;mouse
18.003864902667583;8.44778677210892;mouse
17.248656244578342;8.501325213670373;mouse
20.3771697257387;5.482609859750906;mouse
227.99516211306147;22.218227885457594;rat
232.90093341565114;25.040462452357858;rat
15.789073048774952;7.367232624261911;mouse
226.6996522354308;22.971073381484107;rat
229.5939363827541;22.354053066556105;rat
234.1528940226394;21.929310990309478;rat
229.92020898514517;22.4392053711814;rat
17.074322731576697;8.21372197110652;mouse
14.626663540520735;5.5188756093231;mouse
16.54378629827017;10.065459127994757;rat
228.51192706343002;23.423567301709983;rat
18.114098120844382;8.518620246196187;mouse
227.8979685932211;27.21571942668224;rat
18.054993439287323;8.534801663931699;mouse
229.2242287239568;25.474262963009227;rat
18.01327507557233;9.502109379226493;mouse
16.0421337016476;5.708726803252827;mouse
19.861815370971666;10.676148737751493;rat
20.08805448801061;9.153357952065122;mouse
17.198859443148372;6.146129067638303;mouse
229.51120920397688;27.72816020195915;rat
227.72139983630848;25.71550847054875;rat
232.09282982575655;27.123863201025603;rat
229.32691384237643;26.311910790577485;rat
16.088752203824363;8.201717004563985;mouse
231.52014686342406;26.611723491340666;rat
231.1288539964311;23.74475930447453;rat
229.38806192970517;28.837411624145457;rat
20.614362406032395;6.575721754590165;mouse
22.24984576595439;6.951267242561668;mouse
228.56816150823974;27.146987234883145;rat
229.0029220960617;23.526073471510152;rat
232.24981144082574;24.579832717708655;
231.16095696913362;25.54847502810872;rat
